n,assetId,sku,product,mothersDay,role,facets,seed,filename,prompt,negativePrompt
"128","fo-gs-009-detail","FO-GS-009","Warsaw Morning + Balloon","","detail","gift_set · classic · classic","125065125","fo-gs-009-detail.png","A close detail of the same bouquet of 18 mixed-colour mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate mixed-colour, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"129","fo-gs-010-hero","FO-GS-010","Bright Side + Balloon","","hero","gift_set · modern · classic","30647830","fo-gs-010-hero.png","A hand-tied modern bouquet of 15 vivid gerberas, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate vivid heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"130","fo-gs-010-detail","FO-GS-010","Bright Side + Balloon","","detail","gift_set · modern · classic","181381421","fo-gs-010-detail.png","A close detail of the same bouquet of 15 vivid gerberas: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, the flat disc florets and petal edges sharp, colour-accurate vivid, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"131","fo-gs-011-hero","FO-GS-011","White Linen + Chocolates","","hero","gift_set · classic · luxury","62815871","fo-gs-011-hero.png","A hand-tied bouquet of 8 pure white lilies with dark green foliage, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"132","fo-gs-011-detail","FO-GS-011","White Linen + Chocolates","","detail","gift_set · classic · luxury","49399152","fo-gs-011-detail.png","A close detail of the same bouquet of 8 pure white lilies: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, stamens and petal veining sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"133","fo-gs-012-hero","FO-GS-012","Garden Letter + Plush","","hero","gift_set · rustic · classic","122225905","fo-gs-012-hero.png","A hand-tied rustic bouquet of 18 soft pastel mixed, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pastel heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"134","fo-gs-012-detail","FO-GS-012","Garden Letter + Plush","","detail","gift_set · rustic · classic","96830887","fo-gs-012-detail.png","A close detail of the same bouquet of 18 soft pastel mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate soft pastel, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"135","fo-pt-003-hero","FO-PT-003","Twin Orchid","","hero","plant · luxury · luxury","139829166","fo-pt-003-hero.png","An orchid plant in flower, its pure white blooms open, in a plain white ceramic pot, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"136","fo-pt-003-detail","FO-PT-003","Twin Orchid","","detail","plant · luxury · luxury","253936657","fo-pt-003-detail.png","A close detail of the same orchid plant: two or three pure white blooms filling the frame at 4:5, the rim of the plain pot visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, the lip and column sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"137","fo-pt-004-hero","FO-PT-004","Peace Lily","","hero","plant · classic · classic","180833913","fo-pt-004-hero.png","A lily plant in flower, its pure white blooms open, in a plain white ceramic pot, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"138","fo-pt-004-detail","FO-PT-004","Peace Lily","","detail","plant · classic · classic","67880747","fo-pt-004-detail.png","A close detail of the same lily plant: two or three pure white blooms filling the frame at 4:5, the rim of the plain pot visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, stamens and petal veining sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"139","fo-pt-005-hero","FO-PT-005","Anthurium","","hero","plant · modern · classic","10633874","fo-pt-005-hero.png","A flowering plant, its deep red blooms open, in a plain white ceramic pot, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate deep red heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"140","fo-pt-005-detail","FO-PT-005","Anthurium","","detail","plant · modern · classic","11582973","fo-pt-005-detail.png","A close detail of the same flowering plant: two or three deep red blooms filling the frame at 4:5, the rim of the plain pot visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate deep red, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"141","fo-pt-006-hero","FO-PT-006","Olive Sapling","","hero","plant · rustic · premium","155607178","fo-pt-006-hero.png","A flowering plant, its mixed-colour blooms open, in a plain white ceramic pot, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate mixed-colour heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"142","fo-pt-006-detail","FO-PT-006","Olive Sapling","","detail","plant · rustic · premium","123767745","fo-pt-006-detail.png","A close detail of the same flowering plant: two or three mixed-colour blooms filling the frame at 4:5, the rim of the plain pot visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate mixed-colour, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"143","fo-pt-007-hero","FO-PT-007","Jasmine Pot","","hero","plant · rustic · essential","54172052","fo-pt-007-hero.png","A flowering plant, its pure white blooms open, in a plain white ceramic pot, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"144","fo-pt-007-detail","FO-PT-007","Jasmine Pot","","detail","plant · rustic · essential","72839972","fo-pt-007-detail.png","A close detail of the same flowering plant: two or three pure white blooms filling the frame at 4:5, the rim of the plain pot visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
